alg,seed,train,test,"theta [d1, t1, a1,  d2, t2, a2, shift]",pop_size,gens,stalled_gens,tolerance,patience,fitness_history,time(seconds)
PSO,326,-80354.93732866188,-7567.7698189553985,"[6.237522067436373, 2.0635808202937334, 0.3498078904346983, 66.45786380328175, 1.94834177976919, 0.4056350104853073, 7.5586467979535135, 8.61313286091091]",50,14,10,0.0001,10,"[-22508.789729736844, -39208.71166139555, -46471.010072977304, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188, -80354.93732866188]",1.31
PSO,321,-118955.05793982882,-5053.301398209954,"[5.291863973614265, 2.1881814046081973, 0.14191858432725027, 43.868446196651504, 1.9245813893904635, 0.3317090131441634, 6.8637069155928625, 8.994242758698242]",50,44,10,0.0001,10,"[-5843.506840544061, -43213.5418910798, -48012.98507914334, -48012.98507914334, -48012.98507914334, -66547.84122264253, -66547.84122264253, -66547.84122264253, -66547.84122264253, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -105544.52887927902, -108219.93218890636, -108219.93218890636, -108219.93218890636, -110013.74727023975, -110013.74727023975, -110013.74727023975, -110013.74727023975, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -116935.60454870157, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882, -118955.05793982882]",4.39
PSO,317,-91392.03574577752,-4983.799597134624,"[4.68673092148981, 0.33021815012912314, 0.24276635989617146, 97.11535845995392, 2.0555931096403306, 0.29029531579979423, 7.230031495008302, 9.0]",50,52,10,0.0001,10,"[-30559.2645495222, -46211.116169867346, -51168.247073117156, -55545.44116113111, -55545.44116113111, -55545.44116113111, -55545.44116113111, -56768.283557912364, -59493.50882669388, -59493.50882669388, -59493.50882669388, -59493.50882669388, -59734.56930899929, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61461.21831673778, -61461.21831673778, -61461.21831673778, -64110.8663610612, -64110.8663610612, -64110.8663610612, -64110.8663610612, -64110.8663610612, -69017.17795016983, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -75099.95334955647, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752, -91392.03574577752]",5.46
PSO,324,-106207.3712509007,-3709.4299444908497,"[3.2729609925652556, 1.6025829384108825, 0.18924406558069157, 81.66935140094915, 2.216660810148277, 0.5, 5.426204277401795, 6.091440135694331]",50,27,10,0.0001,10,"[-30843.903967431823, -35296.18273710987, -47426.98722166302, -47426.98722166302, -47426.98722166302, -47426.98722166302, -47426.98722166302, -79088.75460100213, -91177.40359096503, -91177.40359096503, -100572.73917096714, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007, -106207.3712509007]",3.01
PSO,318,-116754.38988350553,-2230.102508417966,"[3.245042893016925, 0.35120017181549673, 0.05, 110.7190848929432, 1.7895875471170455, 0.4715479289389251, 4.95407274590009, 4.208596007346633]",50,54,10,0.0001,10,"[-5833.295005724061, -6465.906919640356, -6927.159048248876, -37828.11910618895, -52236.682736221344, -52236.682736221344, -52236.682736221344, -52236.682736221344, -60359.702739663095, -61208.65930821239, -61208.65930821239, -61208.65930821239, -61208.65930821239, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63380.00183114794, -63429.88603487642, -63429.88603487642, -63429.88603487642, -63763.70972741491, -63763.70972741491, -63763.70972741491, -64132.58000706875, -77673.39583986539, -93949.77199727132, -94366.67063858718, -94366.67063858718, -94366.67063858718, -94457.7747595303, -94457.7747595303, -95263.21215535185, -95263.21215535185, -95263.21215535185, -104967.80580347912, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",6.12
PSO,325,-116754.38988350553,-1704.5821400878724,"[2.757240238076513, 0.12374088810651179, 0.09609977647725701, 20.0, 1.660137535592242, 0.4713144364574825, 4.583152717634839, 4.100544561924739]",50,28,10,0.0001,10,"[-47218.07021232324, -47218.07021232324, -47218.07021232324, -61911.09624869037, -64127.186467682506, -77370.70562122964, -77370.70562122964, -77370.70562122964, -77370.70562122964, -89703.48441137385, -91923.41638317017, -95705.47611532264, -95705.47611532264, -104843.6360230459, -104967.80580347912, -104967.80580347912, -104967.80580347912, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.03
PSO,331,-74445.42365410928,-4270.816663729744,"[4.62700850871105, 0.09327881593975174, 0.35207330075932314, 84.46313292521737, 1.731038763138824, 0.2999189317339826, 7.397715846349889, 9.0]",50,18,10,0.0001,10,"[-20044.032444708453, -34489.61107351714, -52992.11382666568, -52992.11382666568, -52992.11382666568, -52992.11382666568, -52992.11382666568, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928, -74445.42365410928]",1.77
PSO,330,-118076.03989867195,-2298.061153737314,"[3.418829087834863, 1.8523525001415155, 0.1281346978585821, 20.0, 2.0338457784079176, 0.5, 4.6128645601555895, 3.6954403943041365]",50,27,10,0.0001,10,"[-15081.016474041793, -16211.350255669024, -24476.28382075401, -24476.28382075401, -24476.28382075401, -24476.28382075401, -38870.88742316052, -68261.45848415505, -83059.031355639, -83059.031355639, -83059.031355639, -83059.031355639, -86165.21925606563, -102617.0698116491, -102617.0698116491, -112710.85825161963, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",2.57
PSO,327,-116754.38988350553,-1704.5821400878724,"[2.719208098243714, 0.0, 0.31210674406767486, 21.81975654073018, 2.1785937481939253, 0.47026159806578843, 4.888021470210311, 4.046369914972185]",50,37,10,0.0001,10,"[-47106.95298101098, -56478.27413032725, -56478.27413032725, -56478.27413032725, -56478.27413032725, -57887.916444735965, -64127.186467682506, -78679.00719566713, -78679.00719566713, -78679.00719566713, -78679.00719566713, -84997.56117738751, -91547.32834115905, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -105816.9311777904, -106354.19894930774, -106354.19894930774, -106354.19894930774, -106354.19894930774, -106354.19894930774, -106354.19894930774, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553, -116754.38988350553]",3.81
PSO,329,-101008.08868293343,-4576.956884341502,"[5.470552134194668, 1.883555027378066, 0.05, 20.0, 2.205693306016957, 0.3017548053056204, 7.215674700175341, 8.942494857405503]",50,30,10,0.0001,10,"[-27754.368777830437, -43213.5418910798, -43213.5418910798, -69779.6066629464, -69779.6066629464, -69779.6066629464, -69779.6066629464, -69779.6066629464, -69779.6066629464, -69779.6066629464, -69779.6066629464, -78529.05176402784, -92889.31485451169, -95584.83067531727, -95584.83067531727, -95584.83067531727, -95584.83067531727, -95584.83067531727, -95584.83067531727, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343, -101008.08868293343]",2.78
PSO,333,-48277.76519632115,-3278.165011281023,"[4.105631853850069, 3.0, 0.06259976179670533, 180.66047574184893, 2.8376525465258275, 0.3147837456035146, 8.18143152314487, 8.133771925927034]",50,20,10,0.0001,10,"[-18477.514748372017, -18477.514748372017, -23262.81944580834, -23262.81944580834, -23262.81944580834, -24449.101994900895, -40771.83581596264, -45366.66182286944, -47142.22260795434, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115, -48277.76519632115]",1.99
PSO,332,-76728.85912311019,-2451.9772044589217,"[6.3370204783482, 0.1435626998898245, 0.47889128866258474, 20.0, 2.18986498390416, 0.28368654565694396, 9.0, 8.981676058881193]",50,30,10,0.0001,10,"[-19827.44878935387, -23025.530633051916, -45521.426486872995, -48345.47593298394, -59770.60020785162, -59770.60020785162, -62009.73254679493, -62009.73254679493, -65682.68905916018, -72366.35717746394, -72366.35717746394, -72366.35717746394, -72366.35717746394, -74051.30905497412, -74051.30905497412, -74051.30905497412, -74051.30905497412, -74051.30905497412, -74051.30905497412, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019, -76728.85912311019]",2.69
PSO,335,-61389.39841907076,-4328.995357396795,"[4.206175608646013, 0.0, 0.5, 200.0, 2.0320117376174265, 0.44901002365539733, 4.665680242965662, 9.0]",50,22,10,0.0001,10,"[-9293.163347388645, -9314.379500218836, -19308.86312941061, -26158.444336064178, -27232.357387406144, -56768.283557912364, -59493.50882669388, -59787.26456301795, -59787.26456301795, -59787.26456301795, -59963.80652881007, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.06
PSO,334,-113629.10931082691,-2230.102508417966,"[3.325900293168054, 2.136214878402779, 0.05, 64.78879268762915, 1.773440960541858, 0.4822500726987487, 5.316716112342863, 3.9023940416581557]",50,29,10,0.0001,10,"[-30566.397163273312, -37595.0259718924, -46575.538603914196, -46575.538603914196, -46575.538603914196, -46575.538603914196, -46575.538603914196, -50237.80604864734, -61698.999615164495, -99579.17798525086, -99579.17798525086, -99579.17798525086, -99579.17798525086, -99579.17798525086, -103638.9686956156, -112742.9682511234, -112742.9682511234, -113032.29916103758, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691, -113629.10931082691]",2.83
PSO,339,-63707.57433992963,-3500.620174072932,"[3.91888595704864, 0.0, 0.5, 82.33502739356675, 2.1099854578832375, 0.3670397672178941, 5.150413010449323, 8.205498499968275]",50,22,10,0.0001,10,"[-10124.611471791693, -19130.99790296431, -22024.369007892095, -34477.52324526971, -34477.52324526971, -34477.52324526971, -34477.52324526971, -34477.52324526971, -34872.35034693973, -42296.51551665305, -42296.51551665305, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963, -63707.57433992963]",2.02
PSO,338,-92060.83317615246,-2895.6069844277054,"[2.8567347042928994, 0.4803448519403768, 0.05, 200.0, 2.3036985311126195, 0.48317063038388935, 3.0, 6.119395659709599]",50,24,10,0.0001,10,"[-21629.95083565224, -41854.89050564187, -46211.116169867346, -68294.7117422214, -68294.7117422214, -68294.7117422214, -74315.1095197831, -82351.6904124624, -82351.6904124624, -82351.6904124624, -87961.75684265954, -88047.51278109895, -88047.51278109895, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246, -92060.83317615246]",2.36
PSO,337,-61389.39841907076,-4328.995357396795,"[3.844565864750285, 0.0, 0.42731349884879727, 200.0, 1.9196093919604078, 0.4481905734193103, 5.462239593357453, 9.0]",50,25,10,0.0001,10,"[-7679.393529266129, -38218.22215660276, -44493.7152367159, -44493.7152367159, -44493.7152367159, -46427.3084230977, -46709.383560127535, -54705.00322920773, -59493.50882669388, -59734.56930899929, -61208.65930821239, -61208.65930821239, -61208.65930821239, -61208.65930821239, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076, -61389.39841907076]",2.44
PSO,328,-118076.03989867195,-2298.061153737314,"[3.298762107232642, 1.577213182951481, 0.12705411521030385, 74.15674769450202, 1.8041534639082486, 0.49981049196003174, 4.95978176762014, 4.08599314644606]",50,55,10,0.0001,10,"[-14866.945074642843, -42178.542846154276, -42178.542846154276, -66376.79700636405, -66376.79700636405, -66376.79700636405, -66376.79700636405, -66376.79700636405, -66376.79700636405, -73296.87779414424, -73296.87779414424, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -74597.80144686082, -77262.69977747412, -89589.4026158558, -90042.72074784641, -90042.72074784641, -91232.77458226228, -91232.77458226228, -91232.77458226228, -91232.77458226228, -103594.53074169935, -104636.68615870069, -104636.68615870069, -104636.68615870069, -105181.35659743036, -105181.35659743036, -106207.3712509007, -106207.3712509007, -106207.3712509007, -110152.33684783716, -110152.33684783716, -110152.33684783716, -110152.33684783716, -112710.85825161963, -112710.85825161963, -114988.32660882402, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195, -118076.03989867195]",5.78
PSO,340,-59945.88670608059,-4201.825495242148,"[5.008498200788612, 0.7721896429165996, 0.32925322357273384, 58.68678327733368, 2.4386871124730956, 0.45563813820984983, 5.483346025548842, 9.0]",50,33,10,0.0001,10,"[-7316.1626470203855, -20770.438158624453, -22232.472730639543, -23998.015132052504, -26741.981248149445, -26741.981248149445, -29359.437413853862, -29359.437413853862, -42704.695944561485, -42704.695944561485, -42704.695944561485, -42704.695944561485, -42704.695944561485, -47334.26762018364, -48333.314285869805, -55478.54821243479, -59294.25305030183, -59294.25305030183, -59294.25305030183, -59294.25305030183, -59294.25305030183, -59294.25305030183, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059, -59945.88670608059]",2.95
